"设备编码","彩铃费","短信费","本地语音通话费","长途语音通话费","省内语音漫游费","省际语音漫游费","国际语音长途费","上网及数据通信费","综合增值服务费","来电显示费","总费用","上网次数","上网时长","延迟缴费次数","主叫次数","被叫次数","本地通话次数","省内漫游通话次数","省际漫游通话次数","国际漫游通话次数","主叫通话分钟数","被叫通话分钟数","本地通话分钟数","长途语音通话分钟数","省内漫游通话分钟数","省际漫游通话分钟数","国际漫游通话分钟数","群内通话次数","群内通话分钟数","群外通话次数","群外通话分钟数","忙时通话次数","忙时通话分钟数","闲时通话次数","闲时通话分钟数","呼转次数","拨打他网客服次数","拨打中电信通话次数","拨打中电信通话分钟数","拨打中联通通话次数","拨打中联通通话分钟数","拨打中移动通话次数","拨打中移动通话分钟数","拨打固话通话次数","拨打固话通话分钟数","主叫通话联系人数量","被叫通话联系人数量","年龄","号码等级","月基本套餐费","套餐最低消费","是否VPN用户","是否融合","入网天数","是否女性","是否政企","是否托收","是否流失"
"226",3.9440060512812,4.01638302075239,1.61839765380557,2.83174167344476,1.87870139936186,2.56917120215109,0.887891257352457,4.05525717351405,1.31237867816972,2.61520365073586,4.53587369698544,7.05055607761381,9.71296798367117,0,4.67282883446191,3.74950407593037,3.85014760171006,4.62986279857846,0,0,5.427150238391,4.35670882668959,4.29045944114839,0,5.44889022502741,0,0,3.85014760171006,3.88156379794344,4.62986279857846,5.21030548922482,4.53796143629464,5.1062484582992,4.02535169073515,4.19795354484112,0,0,3.61091791264422,3.89792408104864,1.79175946922805,2.84490938381941,4.15888308335967,4.70998055034044,4.67282883446191,5.17275414357269,1.79175946922805,2.35137525716348,29,1.33259518353526,4.49502571032717,4.6691317058163,0.987171720566054,0,6.4707995037826,0,0,0,1
"144",3.85259142165872,4.01638302075239,1.61839765380557,2.73013779756621,1.77070606003022,2.53329990980457,0.887891257352457,4.29503798469872,2.42789528395949,2.15176220325946,4.58205507848204,4.49423862528081,2.87073578337931,2,2.63905732961526,1.50407739677627,0,0,2.86220088092947,0,3.54095932403731,2.01490302054226,0,0,0,3.71357206670431,0,0,0,2.86220088092947,3.4980215662977,2.63905732961526,3.16124671203156,1.50407739677627,2.34660197841082,0,0,0.405465108108164,0.336472236621213,0.405465108108164,0.262364264467491,2.56494935746154,3.31962572796834,2.63905732961526,3.34286180464919,0.405465108108164,0,52,1,0,4.4147102787324,0,0,6.68959926917897,0,1,0,1
"297",3.8649313978943,4.27749910531995,1.61839765380557,3.36297616884196,2.43405185573635,2.79269767516249,1.72544158819041,4.64775063352321,1.03318448334565,2.14710019015365,5.68080380908579,7.23993259132047,9.66538475092244,2,2.70805020110221,2.89037175789616,2.91777073208428,0,2.2512917986065,1.79175946922805,4.28358656186063,3.97968165390196,3.17805383034795,4.06902675423781,0,3.63758615972639,2.01490302054226,0,0,3.46573590279973,4.69911579883062,3.36729582998647,4.34769395559338,1.38629436111989,3.51154543883102,0,0,2.19722457733622,2.10413415427021,0.405465108108164,0.371563556432483,1.87180217690159,4.05785345363969,2.70805020110221,4.18205014264121,0,2.2512917986065,27,3,5.66988092298052,5.7037824746562,0,0,6.34035930372775,0,1,0,1
"415",3.98898404656427,4.11054594156011,1.61839765380557,3.14264251886861,2.21211318982997,2.69361315330444,1.13622915223942,4.61709875685337,1.54543258245819,2.68170622576261,5.48348902460869,5.53733426701854,9.73946013289781,0,5.52744298953979,5.33513133967075,6.00635315960173,0,3.88156379794344,1.70474809223843,6.34212141872115,5.87913536213406,6.29249463707926,5.66469508594815,0,4.51085950651685,2.01490302054226,5.62582093318649,5.54517744447956,5.20125565370491,6.06401773978969,5.84932477994686,6.28562558565747,4.71849887129509,5.00629254466212,0,0,5.05624580534831,5.03402624688683,1.79175946922805,2.25654115449264,4.32413265625498,5.49367853684979,5.52744298953979,6.08893149033419,2.89037175789616,3.71357206670431,29.5876531216531,1,5.22468326134588,5.32967398391902,0.987171720566054,0,5.06890420222023,0.242111358980003,0,1,1
"293",3.92907675999397,4.04620418689417,1.61839765380557,2.51729316548715,2.02814824729229,2.63619609733423,0.887891257352457,4.52677611856008,4.50125307256832,1.81807677754543,5.36011776745348,5.30081424674662,9.78628169421835,0,4.75789127300576,3.97029191355212,1.94591014905531,4.96284463025991,3.02042488614436,0,5.62401750618734,4.93447393313069,0.916290731874155,2.56494935746154,5.90263333340137,3.59731226058845,0,0,0,5.12693574979242,5.79575375319501,4.69592454925656,5.50918588698663,4.0943445622221,4.41823801663645,0,0,3.17805383034795,4.01818320125654,3.15700042115011,3.0842009215416,4.18965474202643,4.78038320354475,4.75789127300576,5.3890717298165,1.38629436111989,2.86220088092947,42,1,5.19003450619804,5.11396467877496,0.0946698963137319,0,6.39692965521615,0,1,1,1
"176",3.88280014675124,4.01638302075239,1.61839765380557,2.56917120215109,1.59837696507468,2.48198572136034,0.887891257352457,3.96271611974366,2.48906465993666,2.71535677628465,4.21950770517611,1.12962408018742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1.71161586721549,4.38088070014804,4.6090506566188,0.0567180735930736,0,6.55961523749324,0,1,0,1
"166",3.8764994493591,4.03335529059567,1.61839765380557,2.55061635981603,1.45044218094364,2.42965817555752,0.887891257352457,3.89853241524565,2.39607543608138,2.12823170584927,3.58809180030124,2.77258872223978,5.28704574634142,2,3.73766961828337,3.97029191355212,4.54329478227,0,0,0,4.76643833358421,4.91265488573605,5.53141124871541,0,0,0,0,0,0,4.54329478227,5.31024593741331,4.29728540621879,5.09528276815654,3.06805293513362,3.69262244039277,0,0,2.67414864942653,3.15059698411491,1.50407739677627,2.58021682959233,3.09104245335832,4.06388535473739,3.73766961828337,4.57057874121847,1.6094379124341,3.41772668361337,40,2,0,4.39945680500356,0,0,6.59714570188665,0,1,0,1
"132",3.88238820029846,4.04655389838575,1.61839765380557,3.38388165945247,2.45659290547339,2.86362843292065,0.887891257352457,4.02962824750241,1.39128190263093,2.52452792373174,5.18153070934174,4.49980967033027,6.72032067300238,2,4.54329478227,3.97029191355212,2.52572864430826,0.405465108108164,4.89783979995091,0,5.80362780962592,5.13873529672357,2.89037175789616,3.80666248977032,0.405465108108164,6.08563771712523,0,0,0,4.98360662170834,6.0557295933547,4.60517018598809,5.72472823917166,3.85014760171006,4.79744207363521,0,0,2.14006616349627,2.91506437048654,0.405465108108164,0.336472236621213,4.36309862478836,5.54341808521429,4.54329478227,5.65301535760255,1.6094379124341,2.56494935746154,39,1,4.49980967033027,4.55408083165469,0,0,6.79122146272619,1,1,0,1
"191",3.91541723849616,4.0849674004095,1.61839765380557,2.95569122401681,2.01623546577604,2.61666563930036,0.887891257352457,4.43769783204434,1.30019166206648,2.41502052232383,5.32544603393629,5.49921530891493,10.0832777832257,1,3.51154543883102,2.89037175789616,2.07944154167984,3.71357206670431,1.25276296849537,0,4.71402459090017,4.21950770517611,3.58351893845611,0,4.93447393313069,1.70474809223843,0,2.07944154167984,3.48277736865458,3.77276093809464,4.79867893217261,3.55534806148941,4.75100063419963,2.80336038090653,3.64414356027254,0,0,2.89037175789616,3.59319420397953,0,0,2.67414864942653,3.96271611974366,3.51154543883102,4.53635586998773,1.09861228866811,2.01490302054226,38,1.74211165344017,5.19003450619804,5.1547497503372,0.987171720566054,0,6.52356230614951,0,0,0,1
"413",3.95057041504039,4.01908207772155,1.61839765380557,2.79208493004528,1.83816584204221,2.55373284071785,0.887891257352457,4.24649323937869,0.815364813284195,2.54396141256932,4.62815402237847,3.95124371858143,9.05102317422544,2,4.64439089914137,3.95124371858143,5.03695260241363,0.693147180559945,0,0,5.1328529268205,4.22683374526818,5.33753807970132,3.36729582998647,0.693147180559945,0,0,4.15888308335967,3.94739014926544,4.52178857704904,4.66814498514948,4.80402104473326,4.86637993810876,3.52636052461616,3.3499040872746,0,0.693147180559945,3.54095932403731,3.53514535417189,1.94591014905531,1.89461685466776,3.8607297110406,4.14946386144318,4.64439089914137,4.75531284441781,2.77258872223978,2.14006616349627,22,1,4.49980967033027,4.59858852048754,1,0,5.09375020080676,1,0,0,1
"338",3.85946575468947,4.01638302075239,1.61839765380557,2.62864617831494,1.60241329749714,2.48282114329698,2.32922702394047,4.10939736484839,0.930193637043147,1.99333884262642,2.26488322581003,4.04305126783455,8.66912569865955,1,3.31418600467253,3.77276093809464,4.14313472639153,0.405465108108164,0,2.01490302054226,4.34380542185368,4.54329478227,4.84811636459848,3.27714473299218,0.693147180559945,0,2.83321334405622,0,0,4.24849524204936,4.92034582274879,4.06902675423781,4.78874096218248,2.52572864430826,2.88480071284671,0,0,2.07944154167984,2.67414864942653,1.6094379124341,2.61739583283408,2.2512917986065,3.36210999295411,3.31418600467253,4.15575319035074,1.94591014905531,2.484906649788,30,2,4.41588717234506,4.6090506566188,0,1,6.05208916892442,0,1,1,1
"517",3.89182029811063,4.14091003136942,2.6475922320651,3.20437113866532,2.04057076729084,2.91017438519234,0.887891257352457,4.6044699408737,2.68444033546308,2.68716699018579,5.19863514327488,5.2704321630585,10.2620762058893,2,5.74620319054015,5.38219885052874,5.97253653722246,2.39789527279837,4.85203026391962,0,6.19440539110467,5.96870755998537,6.27476202124194,4.89783979995091,3.13549421592915,5.27299955856375,0,0,0,6.27193316504146,6.39751281847673,5.97126183979046,6.10613162208611,4.93087032562739,5.0288025980517,0,0,4.3502779363593,4.11577984294217,3.06805293513362,2.61739583283408,5.22843123908387,5.39544407727876,5.74620319054015,5.78382518232974,2.99573227355399,3.90197266957464,25,1,4.86753445045558,5.03375490911082,0,0,2.07944154167984,0,1,0,1
"473",3.8649313978943,4.11103778516376,1.61839765380557,2.75620524298926,1.80005827204275,2.54120821515664,0.887891257352457,4.31828779370688,1.92424865227413,2.14710019015365,4.89783979995091,1.30817500505611,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,4.41936402673928,0,0,4.48863636973214,1,1,0,1
"134",3.90610553166411,4.02802668118445,1.61839765380557,2.22786154679811,1.20746669358019,2.4261292790855,0.887891257352457,4.00168087735868,3.27108869631514,2.86789890204411,4.00003388275086,0,0,2,4.22683374526818,2.80336038090653,4.42484663185681,0.405465108108164,0,0,4.32413265625498,3.15700042115011,4.57471097850338,0.405465108108164,0.405465108108164,0,0,0,0,4.43081679884331,3.91601502669768,4.18205014264121,3.68512240523622,2.9704144655697,2.43361335540045,0,0,0,0,3.61091791264422,2.82435065679837,2.99573227355399,2.39789527279837,4.22683374526818,3.58212908416706,2.01490302054226,1.94591014905531,31,1,0,4.39945680500356,0,1,6.76503897678054,0,0,0,1
"48",3.92740410746645,4.01638302075239,2.03208784529637,3.00642490309273,1.51841851404693,2.59039215763398,0.887891257352457,3.98266784499748,2.71370087261102,2.33988087773774,3.96688990686899,0.405465108108164,0.262364264467491,0,2.56494935746154,1.25276296849537,2.7408400239252,0,0,0,4.26267987704132,1.50407739677627,3.65065824129374,3.61091791264422,0,0,0,0,0,2.7408400239252,4.19795354484112,2.484906649788,3.95028171754524,1.50407739677627,2.74727091425549,0,0,0,0,0.916290731874155,2.35137525716348,2.14006616349627,3.25424296870549,2.56494935746154,4.16744011729265,1.25276296849537,0,50,1.42224474428865,4.5699126673348,4.6090506566188,0.0580879366067722,0,7.25981961036319,0,1,1,1
"363",3.85946575468947,4.06474409244581,1.61839765380557,2.69631494488379,1.73430689447997,2.52212214871414,0.887891257352457,4.34003207797121,2.52652832447882,2.14476100780048,4.60517018598809,1.70474809223843,5.41972346055052,1,3.17805383034795,3.11351530921037,0,0,3.8177123259569,0,4.14313472639153,4.67749084756772,0,0,0,5.1328529268205,0,0,0,3.8177123259569,4.98838968514894,3.61091791264422,4.90119238271487,2.2512917986065,2.58021682959233,0,0,2.01490302054226,3.14199478053224,0.693147180559945,0.336472236621213,2.4423470353692,2.95491027903374,3.17805383034795,3.93963817246112,1.25276296849537,2.30258509299405,24,0,4.53375926874334,4.62895787835452,0.0567180735930736,0,5.8348107370626,1,1,0,1
"356",3.87691382831458,4.03441761364175,1.61839765380557,2.39880395073459,1.41463883412903,2.48573963609189,0.887891257352457,4.70492501912508,0.415415438961333,1.49290409617815,5.00558925087403,5.53138029637554,0,2,3.58351893845611,3.2188758248682,0,0,4.0943445622221,0,4.8283137373023,3.8607297110406,0,0,0,5.14458326660599,0,0,0,4.0943445622221,4.93842295998233,3.97968165390196,4.84968376303849,2.01490302054226,2.55334381134123,0,0,1.50407739677627,2.94968833505258,2.484906649788,3.41772668361337,3.06805293513362,4.06817168791808,3.58351893845611,4.66391068101069,0,2.19722457733622,24,1,4.49980967033027,4.60517018598809,0,1,5.84354441703136,0,1,0,1
"33",3.9042932073662,4.01638302075239,1.61839765380557,2.61483781938003,1.20746669358019,3.099867038286,0.887891257352457,3.98935434836447,2.70971548042127,2.3823200610129,3.89619845508117,2.09787695475654,0,1,3.62434093297637,4.08597631255158,0,4.56434819146784,0,0,3.94158180766969,4.40671924726425,0,0,4.88658264542628,0,0,0,0,4.56434819146784,4.32875770579454,3.96081316959758,3.65842024662923,3.79548918917219,3.64021428213266,0,0,1.94591014905531,2.18041745901984,2.07944154167984,1.7404661748405,2.7408400239252,2.11625551480255,3.62434093297637,3.44680789291421,0.693147180559945,2.484906649788,40,1.7651431175576,4.6272841394639,4.6090506566188,0.0235678904428904,0,7.34342622914737,1,1,0,1
"512",3.89182029811063,4.11103778516376,1.61839765380557,2.83262493568384,1.88251383249652,2.56763804738546,0.887891257352457,4.44182738779192,1.53686721959926,2.68716699018579,4.86753445045558,4.06902675423781,7.92032844514075,0,4.25561270981822,4.21950770517611,4.56954300834494,3.73766961828337,0,0,5.35185813347607,4.98702542845712,5.03370056702725,4.69134788222914,4.56434819146784,0,0,3.41772668361337,3.78305262413119,4.68213122712422,5.49675830522187,4.64918707140487,5.4701676234747,3.52636052461616,3.91800507710569,0,0,2.60268968544438,2.85647020622048,0,0,4.01638302075239,5.07173039345607,4.25561270981822,5.17784321308016,2.39789527279837,3.41772668361337,26,1.88525421460473,4.58794280125185,4.62895787835452,0.925966785675952,0,2.70805020110221,1,0,1,1
"29",3.83729945923221,4.01998014693324,1.64769662455119,3.0729247693839,1.68917288045295,2.77757626375082,0.887891257352457,3.81573234510986,2.85041744238913,2.21593728626837,4.14796431497222,0,0,0,3.76120011569356,3.76120011569356,4.44265125649032,0,0,0,4.59005654817804,4.43081679884331,4.93087032562739,3.78418963391826,0,0,0,0,0,4.44265125649032,4.9004483350615,3.83945231259331,4.49591320005114,3.67630067190708,3.82209829790016,0,0,0.693147180559945,0.300104592450338,1.25276296849537,2.31253542384721,2.86220088092947,3.87743156065853,3.76120011569356,4.32280727501391,1.25276296849537,2.39789527279837,40,1.42224474428865,4.623412983786,4.582854706616,0.0249377534565891,0,7.36770857237437,0,1,1,1
"394",3.85714434391816,4.05966684734071,1.61839765380557,2.41992358541128,2.41636010725289,2.44017075594661,0.887891257352457,4.46527573483403,0.852285401898243,2.06432790386979,4.39141987969048,5.48839543301837,0,2,3.95124371858143,3.9982007016692,3.19867311755068,4.40671924726425,0,0,4.45434729625351,4.71849887129509,2.77258872223978,2.56494935746154,5.13579843705026,0,0,0,0,4.65871095291612,4.91007803910494,4.45434729625351,4.73575975569169,3.02042488614436,3.12236492448736,0,0,2.60268968544438,2.11625551480255,3.43398720448515,3.26575941076705,1.6094379124341,2.92584614608982,3.95124371858143,4.02713581252865,1.25276296849537,2.60268968544438,23,2,3.91202300542815,4.4147102787324,0,1,5.33271879326537,0,1,0,1
"109",3.95584848496818,4.05966684734071,2.93092705018788,2.56840491858869,2.82760943615985,2.44017075594661,0.98394938034797,4.30345680012333,0.852285401898243,2.06432790386979,4.54457056385916,5.55101972010379,10.4453856383048,0,4.84418708645859,4.57471097850338,5.10897119481712,4.06044301054642,0,0.405465108108164,5.50125821054473,5.48272008954582,5.86220971125072,3.19867311755068,4.70048036579242,0,0.405465108108164,0,0,5.40717177146012,5.90726738830723,5.07517381523383,5.59154652542893,4.15888308335967,4.61115225766564,0,0,2.77258872223978,2.80336038090653,0.916290731874155,1.61938824328727,4.60517018598809,4.94662996412034,4.84418708645859,5.18766509644444,1.87180217690159,2.89037175789616,34,2.98643442943366,4.21509197170466,4.4147102787324,0.0799377534565891,1,6.93244789157251,0,1,0,1
"331",3.93876230261777,4.07923092441205,1.61839765380557,2.83174167344476,1.87870139936186,2.56917120215109,0.887891257352457,4.3528552573736,1.74309429724677,2.61520365073586,4.81733367645914,5.69289686529346,9.87329377373963,2,4.38825718442452,4.73180283692146,4.23410650459726,1.38629436111989,4.80402104473326,0,5.37527840768417,5.57972982598622,5.16478597392351,3.94158180766969,2.35137525716348,5.50533153593236,0,1.25276296849537,1.39871688111845,5.24965219456676,5.94868751775192,5.03043792139244,5.62202997278394,3.71357206670431,4.70862889435632,0,0,2.63905732961526,3.64152575773047,3.79548918917219,4.50147494964933,2.9704144655697,3.80666248977032,4.38825718442452,5.17190344169238,1.87180217690159,2.91777073208428,51,2,4.49980967033027,4.70048036579242,1,0,6.13122648948314,0,0,0,1
"452",3.86597906692674,4.02989492602304,2.27931646605469,2.75747508442973,2.30956070673047,2.4270126713691,0.887891257352457,3.94303705895732,0.371563556432483,1.41342302850814,4.0653447703718,5.14458326660599,9.20761248818207,2,5.09067800176979,5.28826703069454,5.43153621033426,4.85203026391962,1.6094379124341,0,6.06610809010375,6.01493690329312,5.97126183979046,4.84811636459848,5.75574221358691,1.94591014905531,0,0,0,5.8847141771611,6.4933755534844,5.53141124871541,6.20445674736582,4.68213122712422,5.11649568479573,0,0,4.06044301054642,4.39506624818168,3.11351530921037,4.0517849478033,4.40060302024682,5.32933142007721,5.09067800176979,5.86263636275403,2.56494935746154,4.16666522380173,32.4143306371991,1,4.49980967033027,4.60517018598809,1,1,4.80402104473326,0.0309653027485458,0,0,1
"110",3.86828008248023,4.01818320125654,1.70383858785558,3.78498477225742,2.86988556368802,3.01969291099883,0.887891257352457,4.1692974154585,2.44104183614106,2.16274814780625,5.67163799910741,3.58351893845611,6.76164992631924,2,3.23867845216438,2.83321334405622,3.72569342723665,0,0,0,3.72569342723665,3.63758615972639,4.33729074083249,1.09861228866811,0,0,0,0,0,3.72569342723665,3.98898404656427,3.43398720448515,3.7635229971097,2.4423470353692,2.48073127837752,0,0,2.19722457733622,1.80005827204275,1.6094379124341,1.50407739677627,2.19722457733622,2.25654115449264,3.23867845216438,3.28840188751681,1.70474809223843,2.30258509299405,53,1.67262348281435,5.38084489317325,5.02752019434672,0.142432359307359,0,6.92951677076365,0,1,0,1
"225",3.93358878334271,4.01638302075239,1.61839765380557,2.83174167344476,1.87870139936186,2.56917120215109,0.887891257352457,4.05525717351405,1.31237867816972,2.61520365073586,4.53012331166518,3.38439026334577,6.57110469335769,0,3.41772668361337,2.7408400239252,3.79548918917219,0,0.405465108108164,0,4.44265125649032,2.99573227355399,4.0943445622221,3.77276093809464,0,0.916290731874155,0,1.38629436111989,1.26694760348732,3.73766961828337,4.36500762950429,3.19867311755068,3.96651119071222,3.06805293513362,3.38099467434464,0,0,2.484906649788,2.27726728500976,1.70474809223843,2.18605127673809,2.2512917986065,2.37024374146786,3.41772668361337,4.25277179881662,2.07944154167984,1.87180217690159,36.5788365946919,1.1362773524604,4.49502571032717,4.6090506566188,0.847008452342619,0,6.4707995037826,0.399965240018526,0,0,1
"271",3.94410289889156,4.07821518029222,1.61839765380557,2.38554661370839,1.39995068756738,2.43097830776244,0.887891257352457,4.13684514712091,3.82842398155183,1.45745155543622,4.6785135802123,5.15617759938691,10.5647748457615,0,4.4188406077966,4.55912624748668,5.17897060891547,0,0,0,5.26009615372784,5.02058562494942,5.65948221575962,4.04305126783455,0,0,0,0,0,5.17897060891547,5.49593796063116,4.78331637137157,5.1645002188137,4.07753744390572,4.24420031776648,0,0,2.80336038090653,2.85933964864844,0.693147180559945,0.336472236621213,4.0517849478033,4.78749174278205,4.4188406077966,5.00394630594546,1.94591014905531,3.13549421592915,46,1.55386061402107,4.30855759415474,4.59072438258884,0.621244431154992,1,6.4281052726846,0,0,0,1
"231",3.96963131804846,4.01638302075239,1.61839765380557,2.83174167344476,1.87870139936186,2.56917120215109,0.887891257352457,4.05525717351405,1.31237867816972,2.61520365073586,4.55013305005818,0.405465108108164,2.13515214889089,0,4.24132675257075,2.484906649788,4.15888308335967,2.86220088092947,0,0,5.68187763926815,3.79548918917219,4.24849524204936,5.4249500174814,3.73766961828337,0,0,0,0,4.38825718442452,5.70444891919936,4.18965474202643,5.6021188208797,2.7408400239252,3.40949618447685,0,0,2.2512917986065,2.69124308278583,2.35137525716348,2.98061863574394,3.77276093809464,5.34567793790787,4.24132675257075,5.5675808534758,1.87180217690159,0,23,1.05435816054121,4.52787634485916,4.6090506566188,0.847008452342619,0,6.4707995037826,0,0,0,1
